revision_id,revision_page_id,tag_id
2148821,38414,12
6392073,23318,12
6920642,5122699,5
7078112,1066808,12
7750035,19985174,12
7835052,5751,5
8611690,485118,6
8892631,626692,12
8936518,1328236,12
9507312,269055,12
9899190,35984,6
10572525,944316,12
10684846,234683,12
11178233,1218794,2
11178233,1218794,11
12676269,1263625,12
13079389,427748,12
13118623,1480272,12
13157770,170691,5
13809566,171166,2
15341175,5757384,12
15540587,4745,5
15540587,4745,11
17568638,1941436,12
18274545,1620770,12
18726439,1095706,3
20136190,184474,12
21189768,276447,6
21425567,158177,12
21648778,251212,1
21648778,251212,6
21782017,57570,2
21782017,57570,11
21829576,155141,12
23008161,6412297,12
23595245,1280856,12
24399074,29589,12
25689216,2921186,12
27216617,1015583,3
27381413,1046206,12
27819009,73139,12
28894068,670013,12
29031588,570280,12
29527985,2284772,12
29617135,9707,5
29617135,9707,11
29663906,9539126,12
29789136,382068,5
29789136,382068,11
30637307,226999,3
30969467,2995553,5
30969467,2995553,11
32948730,1481666,12
33333596,2224313,12
33849340,59033,12
33854176,332751,12
36055324,3425695,12
36569053,1600453,12
37497960,3881235,12
37854991,6037917,3
38190291,256620,5
38190291,256620,3
38190291,256620,11
38782155,700310,5
38782155,700310,11
39750566,16193,2
40712329,26230922,3
41999017,19147,12
42791417,3992765,3
44082266,840351,12
44181758,2262832,12
44476159,739735,12
44987687,495896,12
46989863,27718,12
47010566,228753,12
47308872,4368850,12
47489036,246185,12
48814885,10851639,12
48832221,2271177,12
49123388,89443,12
49427498,22667,12
49938033,2240187,2
50385769,2998352,12
52640130,2572919,12
54509760,1649321,5
54679507,4177677,12
55150057,421853,12
56204011,4447,12
56493461,5064468,12
56885036,4350302,12
58084229,2532140,12
58363091,184474,12
59382728,62676,5
59382728,62676,11
59400128,4469143,12
60275659,391834,12
60862926,3109101,1
60862926,3109101,11
61222752,351542,12
61655480,242370,12
62145022,18787,12
63556326,611129,9
63909668,62676,5
65207498,976217,2
65207498,976217,11
65365868,702389,2
65365868,702389,11
65842986,3813320,12
65887808,1130247,12
66793604,187239,5
66793604,187239,11
67102097,1222985,12
67175555,2699650,12
68538071,78023,9
68816395,55904,12
69898007,4114314,12
70448208,79820,2
70448208,79820,5
70448208,79820,11
70467426,421853,12
70791056,65529,12
71098243,5983623,5
71763230,5865106,3
72504939,354295,1
72878183,3029374,12
73575068,417547,12
73707398,209373,12
74229710,2638004,5
74736756,3294281,12
74949986,1719958,5
76114602,502359,5
76220999,780619,5
76323786,2219231,12
77365132,11217925,12
78007787,2320366,12
78185318,784781,6
79623281,2490952,12
80480484,6390754,12
80642793,5016387,5
80642793,5016387,11
80995092,242974,12
81196758,7423372,12
81271867,153364,12
81707084,702389,2
81707084,702389,3
81707084,702389,11
82123308,14975,12
82992231,2984300,12
83267504,6005420,5
83267504,6005420,11
83766403,7115770,5
84312212,3703149,12
85510125,730322,12
85873800,454272,12
86082067,31056,12
86087176,69918,12
86274844,1001231,5
86750105,31730,12
87017059,22093,2
87017059,22093,11
87627208,26997138,5
87674441,6171783,12
87685927,372836,3
88683610,455874,12
89272417,193342,12
89553260,38776,2
89553260,38776,11
89952146,19283806,12
90245399,3941629,12
90310306,374833,12
90897936,28431,5
90897936,28431,11
91147264,1287110,12
91305591,648118,12
91583631,1188541,5
91977357,2316631,12
92831895,3765806,12
92986420,4683903,12
93707903,57357,12
94049351,12437,2
94049351,12437,11
94408553,5302235,2
94408553,5302235,5
94408553,5302235,11
94906458,5034626,12
94983368,4390706,12
95377275,3373268,12
95518973,341894,12
95605804,47139,12
95891921,3963940,5
96161791,2161110,12
96171492,70155,5
96696678,3615512,12
98513208,2419014,5
98513208,2419014,11
98917103,1443084,12
99020399,1569972,12
99193405,195856,5
99193405,195856,11
100428741,19012,12
100706864,1779040,12
101826340,78255,12
101961873,41771187,12
102167304,1793476,12
102355654,32090,12
102939524,1423646,12
104236795,127590,12
104849339,5928035,12
106621878,4274363,12
107483824,5397974,12
107682415,277030,12
108731777,9060092,5
108811653,3828418,12
109339944,97670,2
109339944,97670,11
109751628,3260698,12
110755938,1140847,2
110755938,1140847,11
111463170,785198,12
111749758,999957,12
111769388,3452257,5
112078155,6479315,12
112138055,61708,2
112138055,61708,11
113271804,6528154,12
113592177,4687387,2
113592177,4687387,11
113697117,939583,12
114538689,4993996,12
114824550,667089,2
115445760,127590,2
115445760,127590,11
115916658,57317,12
116314384,16509,12
116506712,18948043,12
116933754,2523090,2
116933754,2523090,11
117079353,19261,12
117598804,12819734,12
117872129,4630206,12
117961992,7954570,12
118390413,147411,6
118760805,7946221,12
119176101,3741280,12
121146166,1813865,12
121175834,3220308,12
121422887,320655,1
122456894,462914,2
122456894,462914,11
122592931,7171338,6
122944784,4689460,12
123305205,2456526,12
124080982,612544,12
124978083,7175183,12
126407521,3303535,12
126538780,25657,6
126579477,220466,2
126579477,220466,11
126734768,5388955,5
127041224,6399931,12
127858631,11031013,12
127990109,414097,12
128256236,367453,12
128508486,11068248,12
129227048,21920512,5
129227048,21920512,11
129364741,152578,2
129364741,152578,11
129420007,10851639,5
129420007,10851639,11
130381846,944017,12
130566096,45506705,2
131383350,3663097,12
132012222,2527031,12
132466211,3663075,5
132466211,3663075,11
133025525,8136671,12
134020439,30873938,9
134154980,3663132,5
134154980,3663132,11
134297262,100040,12
134521928,15403,12
134575489,621063,12
134910589,2707728,12
135079295,4425349,2
135079295,4425349,11
135989275,194627,5
136188864,304558,2
136188864,304558,11
136210373,1148069,12
136303354,13644722,12
136325749,444211,12
136443702,159344,2
136443702,159344,11
136466971,62676,12
136609218,6426509,12
136706306,11579697,5
137155445,6099849,12
137253928,3992164,12
137286906,365930,12
137535977,17839,12
137627657,2184468,3
138372499,1878091,12
138486106,39942,12
138835153,169719,12
139272254,5250135,6
139335760,302695,5
139590077,2376899,12
139976178,3615514,12
140594517,1984149,12
140644286,4864757,9
141060584,5989701,12
141096697,1863685,12
141259809,869287,12
141842685,5828339,12
142044185,169836,5
142124905,1852628,12
142310009,2571142,3
142352672,33445742,3
142896544,1243547,12
143196164,5171333,9
143318901,3177153,12
143677174,290,2
143677174,290,11
143996183,38930,12
144078883,2566953,3
144078883,2566953,5
144078883,2566953,11
144468333,460445,12
144962632,1012148,2
144962632,1012148,11
145608989,1527386,12
147138016,79370,12
147845601,569419,12
147935743,723278,2
149077027,690812,12
149099677,1356685,6
149099677,1356685,11
149139225,8331748,12
149181932,358392,12
149258706,1517548,5
149296151,19005769,2
149567838,59627,2
149567838,59627,11
149570821,18985156,2
149570821,18985156,11
149815773,9346758,1
149832309,4246057,12
150562647,1715880,12
150586779,11056991,12
150594252,8857042,12
151115903,10794139,12
151557378,1270572,12
152111176,933605,12
152433757,3327969,5
152433757,3327969,11
152603056,11033647,12
152603668,1201006,12
152671869,5568326,3
152671869,5568326,11
153243866,5710422,2
153243866,5710422,11
153400929,8384685,12
153783545,3992164,12
153843729,8306520,2
154329489,401877,12
154576177,2154218,12
154641876,11798840,12
154900662,620504,3
154900662,620504,5
154900662,620504,11
154901019,342996,12
155066502,1873388,12
155191589,588809,12
155684505,15944,12
155727574,923807,12
155866945,87216,9
156258575,42271,1
156298623,8025116,12
157217552,481171,12
157725816,2911781,2
157725816,2911781,11
157735831,4539528,2
157735831,4539528,11
157820568,961522,12
158162292,1577869,5
158350303,538696,12
158373018,30327,2
158373018,30327,3
158373018,30327,5
158373018,30327,11
158446806,23703,2
158446806,23703,11
158744587,30863981,12
158826955,70801,12
158886862,3663132,12
159281249,2283417,12
159327219,5888467,12
159521980,30873388,12
159850345,1081624,12
159880128,1216791,5
160054093,174995,2
160054093,174995,11
160760882,11673441,12
161318310,34398,12
161503996,34198,2
161503996,34198,11
161511632,707862,5
161511632,707862,11
161788802,5806211,2
162699934,377885,2
162792553,704143,3
163267552,2425842,12
163356695,73425,3
163356695,73425,11
163506742,1473196,12
163692650,3495470,12
164154704,12641326,12
164489094,12460343,6
164758050,6860383,1
164758050,6860383,2
164758050,6860383,11
164848121,11859949,12
165117989,13031593,1
165329587,441016,12
165381042,12346158,12
165566389,1245667,12
165725379,3202715,3
165862378,11163556,12
166178076,4564132,2
166178076,4564132,5
166178076,4564132,11
166207502,961522,1
166330453,3953427,12
166425347,12453185,5
166623761,5887233,2
166623761,5887233,11
167163980,125011,12
167276194,878851,12
167331924,5207311,12
167511369,11263877,5
167511369,11263877,11
167769517,26324,12
168554610,1250495,5
168685199,3785255,12
168759449,6667294,12
169071884,3736,12
169156645,2619822,5
169156645,2619822,11
169291311,6741484,12
169464006,381399,2
169464006,381399,11
